"database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","score","type","miRNA"
"diana_microt","MIMAT0015002","hsa-miR-466","PTEN","5728","ENSG00000171862","0.913","predicted","hsa-miR-466_PTEN"
"diana_microt","MIMAT0005457","hsa-miR-518a-5p","PTEN","5728","ENSG00000171862","0.912","predicted","hsa-miR-518a-5p_PTEN"
"diana_microt","MIMAT0020924","hsa-miR-642a-3p","PTEN","5728","ENSG00000171862","0.912","predicted","hsa-miR-642a-3p_PTEN"
"diana_microt","MIMAT0002862","hsa-miR-527","PTEN","5728","ENSG00000171862","0.912","predicted","hsa-miR-527_PTEN"
"diana_microt","MIMAT0000077","hsa-miR-22-3p","PTEN","5728","ENSG00000171862","0.909","predicted","hsa-miR-22-3p_PTEN"
"diana_microt","MIMAT0003393","hsa-miR-425-5p","PTEN","5728","ENSG00000171862","0.909","predicted","hsa-miR-425-5p_PTEN"
"diana_microt","MIMAT0018954","hsa-miR-548ae-3p","CYP1B1","1545","ENSG00000138061","0.909","predicted","hsa-miR-548ae-3p_CYP1B1"
"diana_microt","MIMAT0005937","hsa-miR-1279","PTEN","5728","ENSG00000171862","0.908","predicted","hsa-miR-1279_PTEN"
"diana_microt","MIMAT0018444","hsa-miR-642b-3p","PTEN","5728","ENSG00000171862","0.908","predicted","hsa-miR-642b-3p_PTEN"
"diana_microt","MIMAT0004958","hsa-miR-301b-3p","CYP1B1","1545","ENSG00000138061","0.908","predicted","hsa-miR-301b-3p_CYP1B1"
"diana_microt","MIMAT0016856","hsa-miR-4303","PTEN","5728","ENSG00000171862","0.907","predicted","hsa-miR-4303_PTEN"
"diana_microt","MIMAT0019832","hsa-miR-4719","PTEN","5728","ENSG00000171862","0.907","predicted","hsa-miR-4719_PTEN"
"diana_microt","MIMAT0002821","hsa-miR-181d-5p","PTEN","5728","ENSG00000171862","0.907","predicted","hsa-miR-181d-5p_PTEN"
"diana_microt","MIMAT0015087","hsa-miR-514b-5p","PTEN","5728","ENSG00000171862","0.904","predicted","hsa-miR-514b-5p_PTEN"
"diana_microt","MIMAT0018353","hsa-miR-3938","PTEN","5728","ENSG00000171862","0.904","predicted","hsa-miR-3938_PTEN"
"diana_microt","MIMAT0022471","hsa-miR-548aw","PTEN","5728","ENSG00000171862","0.904","predicted","hsa-miR-548aw_PTEN"
"diana_microt","MIMAT0000688","hsa-miR-301a-3p","PTEN","5728","ENSG00000171862","0.904","predicted","hsa-miR-301a-3p_PTEN"
"diana_microt","MIMAT0004959","hsa-miR-216b-5p","PTEN","5728","ENSG00000171862","0.903","predicted","hsa-miR-216b-5p_PTEN"
"diana_microt","MIMAT0022479","hsa-miR-5688","PTEN","5728","ENSG00000171862","0.903","predicted","hsa-miR-5688_PTEN"
"diana_microt","MIMAT0000257","hsa-miR-181b-5p","PTEN","5728","ENSG00000171862","0.903","predicted","hsa-miR-181b-5p_PTEN"
"diana_microt","MIMAT0019931","hsa-miR-4775","HSDL2","84263","ENSG00000119471","0.903","predicted","hsa-miR-4775_HSDL2"
"diana_microt","MIMAT0000258","hsa-miR-181c-5p","PTEN","5728","ENSG00000171862","0.902","predicted","hsa-miR-181c-5p_PTEN"
"diana_microt","MIMAT0004489","hsa-miR-16-1-3p","PTEN","5728","ENSG00000171862","0.901","predicted","hsa-miR-16-1-3p_PTEN"
"diana_microt","MIMAT0016912","hsa-miR-4282","DEGS1","8560","ENSG00000143753","0.9","predicted","hsa-miR-4282_DEGS1"
"diana_microt","MIMAT0021082","hsa-miR-5090","OSBPL1A","114876","ENSG00000141447","0.9","predicted","hsa-miR-5090_OSBPL1A"
"diana_microt","MIMAT0022491","hsa-miR-5698","OSBPL1A","114876","ENSG00000141447","0.9","predicted","hsa-miR-5698_OSBPL1A"
"diana_microt","MIMAT0002171","hsa-miR-410-3p","PTEN","5728","ENSG00000171862","0.899","predicted","hsa-miR-410-3p_PTEN"
"diana_microt","MIMAT0018944","hsa-miR-4429","PTEN","5728","ENSG00000171862","0.898","predicted","hsa-miR-4429_PTEN"
"diana_microt","MIMAT0019030","hsa-miR-4495","PTEN","5728","ENSG00000171862","0.898","predicted","hsa-miR-4495_PTEN"
"diana_microt","MIMAT0018088","hsa-miR-3666","CYP1B1","1545","ENSG00000138061","0.898","predicted","hsa-miR-3666_CYP1B1"
"diana_microt","MIMAT0018088","hsa-miR-3666","PTEN","5728","ENSG00000171862","0.897","predicted","hsa-miR-3666_PTEN"
"diana_microt","MIMAT0000691","hsa-miR-130b-3p","CYP1B1","1545","ENSG00000138061","0.897","predicted","hsa-miR-130b-3p_CYP1B1"
"diana_microt","MIMAT0004504","hsa-miR-31-3p","CYP1B1","1545","ENSG00000138061","0.897","predicted","hsa-miR-31-3p_CYP1B1"
"diana_microt","MIMAT0019936","hsa-miR-4778-5p","CYP1B1","1545","ENSG00000138061","0.896","predicted","hsa-miR-4778-5p_CYP1B1"
"diana_microt","MIMAT0015008","hsa-miR-3140-3p","DEGS1","8560","ENSG00000143753","0.896","predicted","hsa-miR-3140-3p_DEGS1"
"diana_microt","MIMAT0004958","hsa-miR-301b-3p","PTEN","5728","ENSG00000171862","0.895","predicted","hsa-miR-301b-3p_PTEN"
"diana_microt","MIMAT0022722","hsa-miR-548g-5p","PTEN","5728","ENSG00000171862","0.895","predicted","hsa-miR-548g-5p_PTEN"
"diana_microt","MIMAT0022733","hsa-miR-548x-5p","PTEN","5728","ENSG00000171862","0.895","predicted","hsa-miR-548x-5p_PTEN"
"diana_microt","MIMAT0022739","hsa-miR-548aj-5p","PTEN","5728","ENSG00000171862","0.895","predicted","hsa-miR-548aj-5p_PTEN"
"diana_microt","MIMAT0000510","hsa-miR-320a-3p","PTEN","5728","ENSG00000171862","0.895","predicted","hsa-miR-320a-3p_PTEN"
"diana_microt","MIMAT0019741","hsa-miR-4666a-5p","PTEN","5728","ENSG00000171862","0.895","predicted","hsa-miR-4666a-5p_PTEN"
"diana_microt","MIMAT0021035","hsa-miR-5007-5p","CYP1B1","1545","ENSG00000138061","0.894","predicted","hsa-miR-5007-5p_CYP1B1"
"diana_microt","MIMAT0018188","hsa-miR-3914","OSBPL1A","114876","ENSG00000141447","0.894","predicted","hsa-miR-3914_OSBPL1A"
"diana_microt","MIMAT0019959","hsa-miR-4789-5p","PTEN","5728","ENSG00000171862","0.893","predicted","hsa-miR-4789-5p_PTEN"
"diana_microt","MIMAT0002806","hsa-miR-490-3p","CYP1B1","1545","ENSG00000138061","0.893","predicted","hsa-miR-490-3p_CYP1B1"
"diana_microt","MIMAT0019838","hsa-miR-4723-5p","OSBPL1A","114876","ENSG00000141447","0.893","predicted","hsa-miR-4723-5p_OSBPL1A"
"diana_microt","MIMAT0002853","hsa-miR-519d-3p","PTEN","5728","ENSG00000171862","0.89","predicted","hsa-miR-519d-3p_PTEN"
"diana_microt","MIMAT0000274","hsa-miR-217-5p","OSBPL1A","114876","ENSG00000141447","0.89","predicted","hsa-miR-217-5p_OSBPL1A"
"diana_microt","MIMAT0000727","hsa-miR-374a-5p","PTEN","5728","ENSG00000171862","0.889","predicted","hsa-miR-374a-5p_PTEN"
"diana_microt","MIMAT0000242","hsa-miR-129-5p","CYP1B1","1545","ENSG00000138061","0.889","predicted","hsa-miR-129-5p_CYP1B1"
"diana_microt","MIMAT0000433","hsa-miR-142-5p","CYP1B1","1545","ENSG00000138061","0.889","predicted","hsa-miR-142-5p_CYP1B1"
"diana_microt","MIMAT0015037","hsa-miR-3163","HSDL2","84263","ENSG00000119471","0.889","predicted","hsa-miR-3163_HSDL2"
"diana_microt","MIMAT0019851","hsa-miR-4729","PTEN","5728","ENSG00000171862","0.888","predicted","hsa-miR-4729_PTEN"
