"","GSM416567","GSM416568","GSM416569","GSM416570","GSM416571","GSM416572","GSM416573","GSM416574","GSM416575","GSM416576","GSM416577","GSM416578","GSM416579","GSM416580","GSM416581","GSM416582","GSM416583","GSM416584","GSM416585","GSM416586","GSM416587","GSM416588","GSM416589","GSM416590","GSM416528","GSM416529","GSM416530","GSM416531","GSM416532","GSM416533","GSM416534","GSM416535","GSM416536","GSM416537","GSM416538","GSM416539","GSM416540","GSM416541","GSM416542","GSM416543","GSM416544","GSM416545","GSM416546","GSM416547","GSM416548","GSM416549","GSM416550","GSM416551","GSM416552","GSM416553","GSM416554","GSM416555","GSM416556","GSM416557","GSM416558","GSM416559","GSM416560","GSM416561","GSM416562","GSM416563","GSM416564","GSM416565","GSM416566"
"HBE1",0.49846172,-0.7417469,-1.4197721,0.20352459,-0.17138004,0.8041487,-0.17323303,0.0677824,-1.28438,1.5117712,-0.24171257,0.16744137,0.51357365,0.008369446,-0.27081013,-0.6674433,-1.4391937,-1.216301,-0.39678,-2.2183018,-1.2643394,-1.2094889,-0.36222267,-1.1481667,-0.15060711,1.1795664,0.37521172,-0.18722248,1.2906017,0.42869663,0.858408,0.6593332,0.36256218,0.4362316,1.0149355,-0.2425518,0.98932934,1.3869781,0.14762211,2.3467999,0.12995529,0.3518629,0.7091789,0.8262558,0.49795341,-2.064928,-0.23941708,-1.0634022,-2.3174496,-0.5306587,0.260010185111111,-1.0276995,-0.09901047,-0.7247839,-0.2461443,-1.4770632,0.2127037,0.8567858,-1.5533009,0.514101,0.39216328,-0.5245075,0.31112385
"UBE4A",-1.0313797,-0.719429,-0.2201252,-0.7010679,0.34130478,0.61034584,0.782259,0.38356972,0.609025,0.67630005,-0.5987301,-0.8984461,-0.78530407,-0.41114235,-1.3219585,-0.65373325,-1.0569792,-0.56339455,-1.3913298,-0.5070305,0.090836525,0.26528835,0.036183357,0.06528627875,-0.14745235,-0.5577574,-0.5942364,-0.065283775,0.7362585,0.7652674,0.44273472,0.9742708,0.22846794,0.36945152,0.2337799,0.7512398,0.61303043,0.54769325,0.9475765,0.46724224,0.97613907,-0.5134077,-0.18971539,-1.02668,-0.9357052,-0.8821106,-0.6488466,-0.7367916,-1.000165,-0.77428627,-0.77576065,-0.16611099,0.36173344,0.16739178,0.020029068,0.5923977,0.29774857,-0.0877409,0.23622513,0.089642525,-0.15860558,0.016097069,0.0650959
"NTN2L",0.5550628,-0.062078,-0.399508,0.5554881,-1.0722342,-0.4892931,-0.7212119,-0.29813766,-0.64531136,-0.22334337,-0.4787445,0.22968721,0.3818078,0.09844303,0.50158644,0.027748585,-0.3863654,0.12736559,0.5468259,-0.7830219,-0.39957428,-0.3439088,0.07050562,-0.30504465,0.047795773,0.65368223,0.60767317,0.16455841,-0.020035744,-0.7029066,-0.23822308,-0.2705431,-0.22789478,0.050326824,0.4312191,-0.2193903935,-0.6338768,-0.5401211,-0.7508564,0.10481119,-1.0492368,0.089820385,0.029955387,0.2985835,0.058094025,-0.85136795,0.3354535,-0.042000294,-0.79195356,0.14703512,0.30913258,0.27942133,0.14759445,-0.20658922,0.33164597,-0.5207448,0.058408737,0.43075085,-0.70209265,0.32218075,0.4196477,-0.329659,-0.07209778
"GP2",0.21525288,0.08012056,-0.45470905,0.4159484,-0.8336849,-0.24108744,-0.55428696,-0.14258862,-0.52165127,-0.13883924,-0.38509226,0.046173096,0.17891026,-0.26150322,0.1557498,-0.23231459,-0.28735256,0.0733503762222222,0.08864117,-0.3347826,-0.29444695,-0.17207003,0.013619423,-0.12881994,0.06158209,0.36574602,0.6052518,0.37422037,-0.3021865,-0.38613176,0.003470421,-0.23714542,-0.032613754,-0.119728565,0.012515068,-0.12064123,-0.28168774,-0.34933662,-0.37081814,0.110515594,-0.88999224,0.15538788,0.06897116,0.119271755,0.04444647,-0.82511806,0.21120977,0.007723332,-0.79519224,0.013009548,0.3206749,0.13009977,0.10477257,-0.15442371,0.20421505,-0.5604758,0.028263569,0.15546179,-0.4000559,0.25888443,0.1862998,-0.39480352,0.017401218
"RPS13",-0.94139194,0.19880772,0.50678825,-0.68741417,0.29228878,0.0709095,0.49928093,0.4340067,0.116205215,0.49018192,0.38673782,-0.4286394,-0.86550426,-0.118019104,0.13779545,0.61485386,0.13005161,-0.21755695,-0.28924274,0.19483566,0.1826315,0.15724087,0.37105083,0.051683426,-0.8442097,-0.46257305,-1.0920506,-0.44634533,-0.3071947,-0.0367136,0.2725153,-0.19673061,0.36505318,0.38725662,-0.9602003,-0.005319595,0.04322815,-0.13062763,0.4950676,0.56211567,-0.05467701,0.3024969,0.27271748,-0.47383213,0.4633026,-0.5585489,-0.28213692,-0.55633545,0.13204956,-0.25666523,-1.2136898,0.03618622,0.29207134,0.33098507,-1.0107098,-0.45257092,-0.39974117,-0.92213726,0.1639306075,-0.25216675,-0.88380814,-0.38335896,0.37648392
"IL1RAPL1",0.64342403,0.14166164,-0.25325394,0.72703934,-0.84161806,-0.44530106,-0.6503005,-0.33465767,-0.9075489,-0.25657415,-0.37693548,0.19289017,0.25126982,0.023517132,0.26599503,0.018114567,-0.22323751,0.044772625,0.56625843,-0.68238115,-0.28132105,-0.075843334,0.10677719,-0.29931498,0.1361494,0.41345358,0.61803293,0.38812828,-0.45250273,-0.46522522,-0.45007944,-0.26234055,0.006491661,0.002506733,0.12855053,-0.47404623,-0.56036234,-0.46926212,-0.7483711,0.10290146,-1.0540075,0.053367138,0.12956715,0.0786068917,0.15763664,-0.8669758,0.13225937,-0.003065586,-0.6916771,0.13766336,-0.09966898,0.42843485,0.16464758,-0.27730036,0.49899244,-0.29841375,0.22009468,0.14736938,-0.6565385,0.25529194,0.30951834,-0.247159,-0.19164515
"HLA-DQA1",1.4923239,0.78960705,1.0589247,-0.6469183,0.26830387,-0.9015598,0.237566,-0.356946,-0.45478916,-0.40423775,1.0554152,1.1697292,-0.22203064,-0.8328142,0.24171925,1.2090254,0.34078693,0.673851,0.14653683,0.45324516,0.3521452,-1.067626,-0.32611465,0.3543208104,1.1759844,-1.0097876,0.20208836,-2.4643717,0.6975832,1.2544899,-0.34874344,-1.7656631,-0.13684559,0.12721634,0.034542084,-1.3943596,0.28214836,0.14211845,-1.0013103,-1.1028585,-0.22019672,0.44612694,0.44336128,-0.4900961,-0.6879854,0.8725662,-1.0609865,-2.0665016,1.0296478,0.17730904,-1.1499128,-0.46449947,0.22920227,-1.1094685,1.2097445,-0.80323315,-0.5808964,0.6696663,-0.032971382,0.12303448,-1.6637287,-0.13683414,-0.46306992
"MRPL41",0.08200455,0.27146244,0.48972797,-0.098340034,0.08107376,0.23428917,0.39370728,0.26057243,-0.4057274,0.10927963,0.015989304,0.13161755,0.06652832,0.13631916,0.29654217,0.49938107,0.2833109,-0.034438133,0.045244217,-0.059158325,0.29437828,0.31095505,0.1747694,0.2296915,0.005657196,-0.61869335,-0.58452225,-0.054172516,-0.6056471,-0.24376202,-0.34764004,-0.30005932,0.034100533,-0.18162918,-0.48605156,-0.48810577,-0.035215378,-0.505043,-0.088768005,-0.28215218,-0.49187088,-0.0204221955555556,0.001091957,-0.3584137,0.035331726,0.14095783,-0.6409159,0.020457268,0.29844856,-0.836504,-0.7300787,-0.57935715,-0.060905457,0.43262577,-0.36513424,0.003182411,-0.49692822,-0.2565441,0.08193874,-0.5042076,-1.0373249,-0.077298164,0.002477646
"C14orf162",0.45913553,0.14616442,-0.3244071,0.4408183,-0.83538723,-0.2781663,-0.68694925,-0.4083109,-0.8417611,-0.020195103,-0.41483736,0.14988804,0.22166777,-0.09835291,0.3440976,-0.14696884,-0.106416225,0.039562702,0.3257432,-0.6642866,-0.22986126,-0.20127487,0.12430811,-0.29070663,0.063988686,0.49919415,0.6603613,0.42377472,-0.21555853,-0.7341237,-0.36585855,-0.14632034,-0.14945364,0.034332752,0.18166494,-0.21086168,-0.31283712,-0.33103085,-0.58170414,0.18121862,-1.008183,0.0543828,0.14739323,0.18382835,0.046566486,-0.88018084,0.35383797,0.005566597,-0.86558867,0.076247215,0.080014706,0.24988508,0.005407333,0.062962055,0.35224533,-0.31763792,0.022674084,-0.019217014,-0.6343336,0.21835184,0.114981174,-0.24588585,-0.12258959
"SRY",0.50453377,0.10295248,-0.20114946,0.50928116,-0.72170925,-0.45365238,-0.85783243,-0.33628702,-0.6886482,0.003800392,-0.4551139,0.19408703,0.234272,-0.12893867,0.32798338,-0.25702524,-0.38623667,0.042411327,0.54221725,-0.5285373,-0.1974554,0.019724369,0.24200535,-0.3498888,0.18149853,0.46135187,0.5133982,0.23519039,-0.5327244,-0.4967389,-0.40675783,-0.24636841,-0.0869105803,0.0505929,0.18019009,-0.20113897,-0.42489004,-0.21108913,-0.6331167,-0.013832092,-0.7672405,0.005839825,0.021456718,0.04295063,0.044552803,-0.92849445,0.12957096,0.015089512,-0.69786453,-0.007050514,-0.19876385,0.3302884,0.12577248,0.028759956,0.24166965,-0.23356771,0.14245272,0.08818245,-0.45707607,0.23862314,0.27802563,-0.18631792,-0.20618534
"ADRA1B",0.60641336,0.042382717,-0.1807394,0.55703783,-0.863009,-0.3822627,-0.9062543,-0.20288849,-0.9789295,-0.4737773,-0.46142435,0.31661463,0.3095641,-0.0463536056666667,0.5249691,-0.003721714,-0.15374422,0.07714844,0.5529456,-0.60589075,-0.28067017,-0.10327339,0.02463007,-0.4027834,0.05023718,0.522943,0.7920666,0.3395996,-0.3792734,-0.7179084,-0.41380692,-0.108903885,-0.10947704,0.1256237,0.25549984,-0.50161695,-0.44732046,-0.46408272,-0.73464394,0.021980762,-1.240736,0.121684074,0.0244627,0.2900176,0.14747047,-1.023932,0.19038868,0.0858016,-0.96129227,0.046245575,0.19264936,0.28896523,0.22075224,-0.12588501,0.17011738,-0.40694046,0.33229017,0.24644423,-0.56784725,0.37977695,0.34695196,-0.33316803,-0.08719015
"PRAP1",0.5633025,0.095406055,-0.32748508,0.39222622,-0.7316866,-0.44416142,-0.54650736,-0.3062296,-0.7659607,0.03184414,-0.5096302,-0.03907776,0.15502405,-0.028215885,0.09752083,0.05135393,-0.28970242,0.13408947,0.34925795,-0.62181044,-0.4520707,-0.20834827,0.044891834,-0.33350563,0.048824787,0.50896263,0.7292881,0.21979904,-0.46806288,-0.30735397,-0.4272809,0.03052473,-0.0910002931111111,0.014454365,0.2601776,-0.17454576,-0.35880327,-0.16314936,-0.4794178,0.15194845,-0.83644295,0.09383297,-0.020157814,0.001144886,0.10338879,-0.9167175,0.34794378,0.030330658,-0.68449974,0.108412266,-0.27404833,0.2237196,0.17368364,-0.016856194,0.10319042,-0.5116811,0.14071226,0.18654537,-0.48592186,0.17287731,0.23198557,-0.17835474,-0.26972294
"C16orf58",-0.5200834,-0.20125198,0.30411816,0.001009941,-0.13568401,-0.24034405,-0.20922661,-0.014910698,0.114821434,-0.27348995,0.19469547,-0.117385864,0.0960722,0.37478733,0.08590889,0.38322258,0.5846596,0.60504436,-0.04385376,0.5498085,0.2749548,-0.011407852,0.179039,0.2057724,0.45385075,-0.72962475,0.40739632,0.01057148,-0.2948904,0.047502518,-0.81226444,-0.536829,-0.77203655,-0.37046242,-0.25080872,-0.4666252,0.09278202,-1.3959026,0.13461018,-1.407301,0.21541882,0.30490398,0.47648716,0.45169544,-0.639163,0.20695496,0.06667709,0.21424484,0.20656681,-0.13231277,-1.0672865,-0.53423023,-0.29205608,0.09501934,-0.6423216,0.46907043,-0.90213394,-0.34596443,0.022049904,-0.37830353,-0.6025009,0.0404231808888889,-0.006075859
"OR10G7",0.55587435,0.13559198,-0.27022457,0.60501194,-0.7810731,-0.50002146,-0.7412429,-0.3935747,-0.5504532,-0.19459677,-0.35952044,0.18710852,0.42154503,0.0011549,0.16285801,0.001188755,-0.30519724,0.088605404,0.35223675,-0.5938468,-0.29140568,-0.34254217,0.098031044,-0.2370863,0.012702942,0.6349468,0.63574696,0.36868382,-0.40904617,-0.45944214,-0.40947866,0.0705204,-0.057308674,-0.000422955,0.23864174,-0.47961092,-0.38169622,-0.52425957,-0.9109874,0.21428823,-0.92591524,0.07707167,-0.050886154,0.0764637,0.28462696,-0.9748101,0.1144824,0.06313133,-0.7314129,0.1263622752,0.24995995,0.20881367,0.06276941,-0.2782793,0.18043947,-0.5464277,0.0797143,0.26264286,-0.49922132,0.31291437,0.37749195,-0.3661332,-0.17257452
"TMEM125",0.6541271,0.14653635,-0.38393593,0.3381338,-0.77713776,-0.2547102,-0.6131592,-0.2932973,-0.66045094,-0.12180948,-0.48503923,0.22598124,0.20106888,-0.18106508,0.14557076,0.07829046,-0.29152632,0.080174446,0.28342962,-0.536571,-0.31495094,-0.10241747,0.19223881,-0.34683895,0.074519634,0.550261,0.4923072,0.32669592,-0.1296053,-0.7463007,-0.29238987,-0.1309061,-0.02529192,0.079149246,0.24030924,-0.3391738,-0.48324013,-0.52555037,-0.6381488,0.096675396,-0.96445465,0.12743282,0.056928635,0.11963987,0.15099144,-0.97351503,0.21061134,0.024085045,-0.75634,0.11928797,0.22470713,0.30627155,0.09664154,-0.18231058,0.19920683,-0.49304724,-0.024763107,0.12509489,-0.51848316,0.2534094,0.30883217,-0.37051296,-0.052985310875
"GPR124",0.4005313,-0.07675743,-0.17391586,0.42997646,-0.60120964,-0.25150156,-0.6381054,-0.25343466,-0.7241869,-0.15597248,-0.49290895,0.05568552,0.07917595,0.058506012,0.2048378,-0.26422644,-0.15856266,0.111374855,0.22268915,-0.51625633,-0.32414627,-0.1955924,0.094493866,-0.35956764,0.03374338,0.37441158,0.3897643,0.1608715,-0.16429996,-0.37766933,-0.36626482,-0.20097828,0.05409336,0.08708,0.23149967,-0.3233924,-0.24527979,-0.35377312,-0.65582275,0.096401215,-0.925869,0.0921022415,-0.19058657,0.21214342,0.13366365,-0.7268653,0.20195961,0.16068602,-0.5903039,-0.037321568,0.058895588,0.18177605,0.017978191,0.04650688,0.20914745,-0.20496798,0.07527113,0.0721612,-0.5105524,0.13599777,0.11748028,-0.36954832,0.12805605
"LOC653693",0.39119577,0.045422554,-0.42175388,0.4571209,-0.56586885,-0.34043503,-0.5370035,-0.32993603,-0.7345381,0.019001007,-0.32869244,0.11383629,0.2588272,-0.035524845,0.33810854,0.05413103,-0.15754843,-0.2001028,0.32261467,-0.68468285,-0.40878153,-0.20800066,0.0738072392,-0.26982784,0.07561207,0.5008364,0.600265,0.14667416,-0.24886847,-0.4502225,-0.3991418,0.014452934,-0.13595915,0.009885788,0.17347765,-0.33065605,-0.4016528,-0.20656633,-0.47502613,0.13339615,-0.80687284,0.014756203,0.051936626,0.012492657,0.124500275,-0.91634846,0.12878227,0.055327415,-0.9141426,-0.016698837,0.005358696,0.21278667,0.04299116,-0.32052517,0.2837615,-0.37699032,0.21263838,0.006994724,-0.37743092,0.25450468,0.33240318,-0.17641735,-0.19664145
"CD14",-0.63500595,0.04966736,0.002383232,0.027977943,-0.42531586,-0.9611082,-0.79068184,-1.3430119,-0.65954876,-1.4752398,0.2706089,-0.58269024,0.06879616,0.044831276,-0.5207701,0.030006409,0.12035751,-0.19205761,-0.3650341,-0.57710457,-0.82319546,-0.34139156,-0.77572346,-0.89138603,0.7399912,0.060275078,1.1794825,0.84512043,0.2647295,0.18949986,-0.13410854,0.68704224,-0.47289467,-0.104717255,0.50119495,0.8776083,0.02056408,-0.5864792,-0.4402876,-0.874074,-0.61402035,-0.2633133,-0.06415367,0.17221737,0.32514668,-0.13291359,0.32711315,0.6544256,-0.11823559,0.24832058,-0.93391895,-0.12889767,-0.76195526,0.12118721,0.63419914,0.57891273,0.073617935,-0.039126396,0.44720078,0.20250511,0.35781069,0.18297958,0.20891857
"WNT5A",0.5159373,0.09444666,-0.41955948,0.53645086,-0.81512976,-0.4443717,-0.57305574,-0.27973557,-0.7182245,-0.013299465,-0.5485716,0.060042858,0.2965908,0.099936485,0.2249465,-0.11843872,-0.2435937,0.09119177,0.3262415,-0.6541548,-0.2765832,0.07264185,0.062294483,-0.2577715,-0.06508255,0.66395617,0.45997953,0.20254517,-0.39233875,-0.27313805,-0.28355265,-0.18748713,-0.05862665,0.070139885,0.19793701,-0.19691992,-0.51103544,-0.5362444,-0.6645198,-0.06049919,-0.88903236,0.09535265,0.04767275,0.08966255,0.19035101,-1.0127931,0.25790215,0.24082184,-0.7129111,0.04126978,-0.12567568,0.23472929,0.010563374,0.09163189,0.3089776,-0.30577087,0.067071915,0.14834881,-0.5527735,0.23273611,0.013060093,-0.24264145,-0.1281215193
"UGT2B4",0.6195955,0.20580006,-0.31768894,0.44250107,-0.82625484,-0.44182777,-0.68236446,-0.21382236,-0.7310829,-0.13641834,-0.4760065,-0.059506893,0.06601763,-0.17078018,0.36074305,0.003142834,-0.19565487,0.092381954,0.6355634,-0.5530577,-0.35655975,-0.1608944,0.022726536,-0.29698086,0.10274029,0.5966816,0.49883175,0.41199255,-0.46265125,-0.4611597,-0.4352255,-0.0660304545,-0.13939857,0.1228981,0.08534908,-0.23119974,-0.5675273,-0.41866493,-0.5822005,0.20406818,-0.89538145,0.024204254,-0.039282322,0.026757717,0.12920094,-0.9058008,0.18766737,0.21980906,-0.9402828,0.094967365,0.017704964,0.26516914,0.026795864,-0.1393261,0.08345032,-0.6286063,0.04787445,0.20238781,-0.2617917,0.29961443,0.4201522,-0.31112432,0.054899693
"FTHL7",0.25589466,-0.02081871,-0.2945919,0.20939827,-0.65312576,-0.4234028,-0.5540886,-1.0624943,-1.3220539,-0.99747086,-0.39369488,0.32468033,0.033075333,-0.00938797,-0.04199314,0.10519791,-0.35485077,0.038410187,0.34347725,-0.7702913,-0.8307781,-0.37977505,-0.576231,-0.76528454,0.27140713,0.6535654,0.8863878,0.27322578,0.044896126,-0.011049271,0.11204815,0.09861469,-0.7614994,0.12127876,0.32276154,0.12744808,-0.36332607,-0.19548225,-0.5874605,-0.049942017,-0.60370445,0.22902775,0.32599545,0.3965006,0.62876797,-0.591671,0.7211466,0.23989296,-0.6895704,0.57279205,0.14665222,0.044709206,-0.021175385,-0.27844143,0.37984848,-0.5638256,0.00496006,0.09249401,-0.6461754,0.1526804,0.44982433,-0.3882265,0.0271548287
"LRRTM1",0.48152924,0.053681374,-0.26519108,0.33210468,-0.6955342,-0.41055918,-0.4676237,-0.3285842,-0.99569273,0.07616043,-0.32433558,0.042808533,0.21583986,-0.24421787,0.15343285,-0.0415954116,-0.3142004,0.04120493,0.41724014,-0.49474573,-0.26099968,-0.12439299,0.020007133,-0.2521119,-0.16375017,0.42854023,0.4126315,0.3051343,-0.34189606,-0.5777874,-0.3967347,-0.31940603,-0.27984524,0.099871635,0.29451513,-0.2317357,-0.32095385,-0.2769413,-0.6671314,0.09352875,-0.7461319,0.15302563,0.070356846,0.076766014,0.23028421,-0.83795595,0.0746994,0.058992863,-0.649199,0.100812435,-0.13923836,0.2259345,0.12635851,0.14274788,0.23853397,-0.30432272,0.052885532,0.08905554,-0.5535321,0.21813059,0.337862,-0.20248365,-0.008515358
"TDRD4",0.570909,0.08571625,-0.32598066,0.61583567,-0.8719926,-0.50948477,-0.54558516,-0.27032185,-0.98876476,0.00549221,-0.43236828,0.041926384,0.30883217,-0.1178031,0.26748037,-0.060475826,-0.20244074,0.062616825,0.32974577,-0.7986841,0.8466773,-0.114254,0.004271984,-0.39917564,0.044516087,0.64791393,0.5662279,0.3619151,-0.3579135,-0.6789193,-0.4100871,-0.3894763,-0.18115807,0.035038948,0.28242207,-0.27386093,-0.44882774,-0.5101924,-0.82591295,0.05750227,-0.98879194,0.10598087,0.023040295,-0.20228624,0.06472492,-1.0869503,0.14230108,-0.05794382,-0.62925243,0.14441729,-0.05077362,0.43600988,0.20046186,0.05118656,0.1303854,-0.49877644,0.1424171446,0.092755795,-0.60678816,0.27979517,0.29831886,0.2313695,-0.24213076
"MGC27121",0.6192503,0.22180796,-0.20782757,0.5938959,-0.7349248,-0.4072423,-0.6608062,-0.4504943,-0.8505764,-0.039995193,-0.39749765,0.10133505,0.23251581,-0.00697422,0.25722647,0.07849407,-0.2681613,0.009395123,0.45266056,-0.8218126,-0.46727753,0.016488552,0.11212778,-0.25537205,0.27514744,0.6481128,0.5593085,0.56307983,-0.35417938,-0.614171,-0.43573046,-0.31098747,-0.20999718,-0.10976267,0.22168112,-0.38541365,-0.44733286,-0.39936352,-0.68931437,0.02915144,-1.0892062,0.10651064,0.0708879368888889,0.082837105,0.07323122,-1.0153875,0.34550714,0.095231056,-0.7275629,0.06887102,-0.3052163,0.4052291,0.17518377,0.069918156,0.20590925,-0.36509085,0.04287958,0.15688133,-0.48161697,0.27500534,0.21606302,-0.27063465,-0.20313263
"FAM9C",0.62717247,0.042812824,-0.24651432,0.4171028,-0.8081784,-0.2794242,-0.6047478,-0.32978725,-0.7482786,0.101567745,-0.3850317,0.019443512,0.15562391,-0.17614985,0.1849122,-0.21842098,-0.35476208,0.017219067,0.29385233,-0.62072706,-0.3310995,-0.15694666,0.18081903,-0.47022724,0.10637617,0.61320734,0.6238508,0.26551676,-0.2908349,-0.4949503,-0.28171778,0.03955698,-0.14454985,0.0270167348,0.30565023,-0.30652046,-0.21920872,-0.2860303,-0.6108484,0.111925125,-1.0379281,0.08660507,0.010446548,0.056386948,0.075078964,-0.84362173,0.15287685,0.11731005,-0.7441292,0.12884331,-0.21101665,0.22938299,0.08282232,-0.09863424,0.24277067,-0.35629702,0.025651455,0.2965331,-0.5482831,0.23336506,0.32562828,-0.4618044,-0.13972902
"LYZ",1.3107519,-0.96780586,0.7941046,-0.32291698,0.16515732,0.1741848,-0.079359055,0.35653973,0.9924269,0.84201336,0.39567947,-0.7007408,-0.21086216,-0.5423012,-0.000475883,-0.32791042,-0.7048311,-0.7024126,0.3960142,-0.277009,-0.0596930483,-0.29882336,0.34657383,0.21748352,-0.094634056,0.7799988,0.38985538,-0.4561453,0.87546253,0.6132879,0.13218784,0.77912426,1.1257868,1.2686586,0.9530039,1.7399979,0.8841095,0.33230782,-0.3434801,-1.9625835,0.00316906,-1.9882298,-0.71768,-2.09233,-0.77417755,-2.8081007,-1.3422108,-0.9271612,0.056455612,-0.87766457,-0.681448,0.0308218,-1.4949732,0.57907295,0.8139601,-1.0904093,-0.3772087,-0.9707966,0.6675873,0.20965672,0.062211037,-0.5575161,-0.16576862
"HELB",0.21217918,0.122505665,-0.29156733,0.25364304,-0.8917484,-0.43219233,-0.4001007,-0.19739532,-0.99759483,0.060045242,0.18515682,0.29621887,0.2764883,0.09477329,0.29896355,0.1030426,0.1695242,0.23051834,0.34556627,-0.24011135,-0.2657528,0.053396225,0.060917854,0.0533444407,0.11292553,0.28722286,0.34381866,0.07513523,-0.5910535,-0.40807438,-0.32837677,-0.3254776,-0.30352497,-0.20681047,-0.016631603,-0.43632603,-0.58743334,-0.57102776,-0.7398491,-0.16705036,-1.0489378,0.5617523,0.4146719,-0.19068432,0.095217705,0.0720644,0.03959036,0.16327953,-0.13189125,0.11770153,-0.2148943,0.06344366,0.012854576,0.001291275,-0.04055214,-0.39456844,-0.093912125,-0.08231354,-0.5794115,0.06979656,0.12014866,-0.33615017,-0.48701048
"BCDO2",0.5612178,0.1513009,-0.29232454,0.4245224,-1.0032468,-0.17194891,-0.6759801,-0.2454381,-0.7032318,0.13116407,-0.5628176,0.2051835,0.1296587,-0.07491684,0.2622981,0.095733166,-0.1810689,0.15668726,0.37933922,-0.6543789,-0.25136995,-0.1619277,0.006815434,-0.20599937,0.022089481,0.58238316,0.5911093,0.15328598,-0.41143942,-0.65353537,-0.47849035,-0.19482851,-0.14017725,0.0929234291111111,0.18280745,-0.07936478,-0.27938223,-0.43345404,-0.6520076,-0.07816172,-0.94970226,0.09627056,0.032740116,0.07971859,0.05557108,-0.9450002,0.10411453,0.03297186,-0.7653141,0.03867197,-0.010900021,0.3100195,0.10176945,0.015520096,0.2445302,-0.45761824,0.27393055,0.07290554,-0.601346,0.24343395,0.24766254,-0.23611641,-0.16179228
"C20orf135",0.4201603,0.20270729,-0.31257248,0.38519287,-0.70126724,-0.41919565,-0.4683571,-0.2443614,-1.0939817,0.12024927,-0.4242034,0.20359421,0.059878826,-0.04990244,0.18973207,-0.10441208,-0.29403448,0.0200243,0.4452672,-0.54497576,-0.24040031,-0.16206598,0.0957713124,-0.5052595,0.042067528,0.521667,0.5260248,0.36455965,-0.28629684,-0.42312908,-0.29275656,-0.20537186,0.089390755,0.18634987,0.23690844,-0.18435478,-0.49598074,-0.25973845,-0.7426801,0.18513393,-1.1248493,0.059885025,0.09761381,0.15887022,0.18100834,-0.9175267,0.16442156,0.017103195,-0.803041,0.033946037,-0.01347971,0.26585436,0.011149406,-0.0733881,0.3098874,-0.41120005,0.041339874,0.17010927,-0.5726862,0.07282925,0.28067064,-0.29689455,-0.1454401
"RPL31",-1.6367121,-0.05533886,-0.14816856,-1.4746275,0.14107513,0.559474,0.61198235,0.6480303,0.19340897,0.9778404,-0.7133646,-0.5212488,-2.021738,-0.49730968,-0.7483711,0.43407822,-0.64450836,-0.39818192,-0.36365986,-0.15408897,-0.16466331,0.46976376,0.20597172,-0.8323631,-2.3026476,0.20565224,-1.9307175,-0.50532055,-0.0024846064,0.8684292,0.7442112,0.52626896,1.1229458,0.85184,-1.2125511,0.471138,-0.20963287,0.68843555,1.3932409,1.4187908,0.6829128,0.6293678,0.45339108,-0.57411194,0.23029041,-0.9219303,0.10989952,-0.7000818,-0.23851681,-0.6615219,-0.77499104,0.21390152,0.88972855,0.596261,-1.3938332,-1.0047865,0.054100037,-0.5258026,0.4039049,0.4144163,-0.35489273,-0.93832016,0.750597
"APC",0.5019245,-0.03568554,-0.27992392,0.35378265,-0.769135,-0.31653976,-0.71639156,0.04457283,-0.7081866,-0.25760698,-0.50653076,0.027082443,0.117518425,-0.009475708,0.20796394,-0.1292243,-0.4136052,-0.083967686,0.21182537,-0.7064781,-0.36575603,-0.4295969,-0.008472443,-0.24815845,0.11500454,0.33019257,0.51578045,0.26051235,-0.38431358,-0.38868284,-0.39594412,-0.15336704,-0.19774151,0.05153179,0.23154402,0.15452242,-0.27680779,-0.057216167,-0.56072044,0.108911514,-0.6521535,0.22292423,0.06671286,0.17011929,0.037288666,-0.70134306,0.09019852,0.0596642969,-0.7300644,0.005002976,0.0933156,0.18813372,0.06121111,0.004588127,0.17679787,-0.55221653,0.08233309,0.042234898,-0.47963715,0.24890947,0.35643387,-0.307693,0.008976936
"TMEM154",-1.8073063,-0.58006954,-0.6037502,-0.33289146,0.124586105,0.6037426,0.15384007,-0.34231663,0.42835617,0.40899754,-1.1495543,-0.7593851,-1.3686113,-0.10713482,-1.1575003,-0.98911285,-1.1713676,-0.28441906,-0.7986431,-0.6812229,-0.53296185,0.7304735,-0.22106552,-0.2951603,0.56988335,0.015786171,-0.05342865,0.75239754,0.87072945,0.46404076,0.65351963,1.0094814,0.035969734,0.33035755,0.22232246,0.5658293,0.35657215,1.0774946,0.7273598,0.4973116,0.22465038,-0.108478546,-0.43676376,-1.3602076,-1.1257801,-0.4730816,-0.17409515,-0.041902542,-0.5919008,0.26790333,-0.43541908,0.109378815,0.096879005,0.22764683,0.3506705264,0.36216545,0.2622099,-0.37325478,-0.3117361,0.038710594,0.354887,0.18393612,-1.08669
